"","rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
"2046",136789020,"B (Attitudes to the CJS)","Male",5,NA,1,1,2,"65-74",1,"Apprenticeship or A/AS level","Rural",5,NA,0.820528388023376,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,3,4,4,NA
"2047",136535030,"C (Crime preventing)","Male",7,NA,2,1,1,"75+",1,"None","Rural",4,NA,0.614313960075378,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-1.07933104038239,0,4,4,4,NA
"2048",147272210,"A (Experience of the police)","Female",7,NA,2,4,2,"65-74",1,"O level/GCSE","Urban",1,NA,1.26041603088379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,1.0826108455658
"2049",136814090,"A (Experience of the police)","Male",7,NA,1,5,3,"55-64",1,"O level/GCSE","Rural",NA,4,0.711684763431549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"2050",137142030,"C (Crime preventing)","Female",6,NA,2,1,1,"65-74",1,"Degree or diploma","Urban",5,NA,1.19956982135773,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,3,4,4,NA
"2051",147510030,"C (Crime preventing)","Male",7,NA,2,2,1,"65-74",1,"Degree or diploma","Urban",4,NA,0.623305797576904,NA,NA,NA,NA,"Fairly Worried","Fairly Worried",NA,NA,"Not very worried","Fairly Worried","Not very worried",0.916086614131927,1,3,3,3,NA
"2052",136379210,"A (Experience of the police)","Female",7,NA,2,1,1,"75+",1,"O level/GCSE","Urban",4,NA,0.943408131599426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.966681122779846
"2053",137120240,"D (Online security)","Female",7,NA,1,1,1,"55-64",1,"Degree or diploma","Urban",5,NA,1.15326702594757,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2054",136788280,"D (Online security)","Female",4,NA,1,1,2,"45-54",1,"Degree or diploma","Rural",3,NA,0.73763233423233,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"2055",147522110,"C (Crime preventing)","Female",7,NA,1,1,1,"25-34",3,"O level/GCSE","Urban",1,NA,1.31193709373474,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,0,2,3,3,NA
"2056",136622210,"A (Experience of the police)","Female",6,NA,2,1,6,"75+",1,"None","Urban",2,NA,0.638090074062347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2057",136486050,"A (Experience of the police)","Female",7,NA,2,1,6,"75+",1,"None","Urban",3,NA,0.754550218582153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.51199609041214
"2058",147297020,"B (Attitudes to the CJS)","Male",7,NA,1,3,1,"25-34",1,"O level/GCSE","Urban",2,NA,2.13233399391174,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"2059",136130050,"A (Experience of the police)","Female",7,NA,1,5,1,"65-74",1,"None","Urban",NA,2,0.74150949716568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.718095541000366
"2060",147277250,"A (Experience of the police)","Male",7,NA,1,2,1,"45-54",1,"O level/GCSE","Urban",4,NA,1.39107763767242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1.23110973834991
"2061",136935140,"B (Attitudes to the CJS)","Female",6,NA,1,4,3,"25-34",1,"O level/GCSE","Urban",1,NA,0.599461257457733,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,2,4,3,NA
"2062",147467290,"A (Experience of the police)","Male",6,NA,1,2,1,"45-54",1,"Degree or diploma","Rural",4,NA,0.885258853435516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.16231444478035
"2063",136785250,"A (Experience of the police)","Female",7,NA,1,2,1,"45-54",1,"Degree or diploma","Urban",4,NA,1.39712703227997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,-0.476934432983398
"2064",147258020,"B (Attitudes to the CJS)","Male",3,2,2,4,3,"16-24",1,"O level/GCSE","Urban",1,NA,0.900668621063232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,NA
"2065",135522320,"D (Online security)","Female",5,NA,1,2,2,"25-34",1,"Degree or diploma","Urban",3,NA,0.616686999797821,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,4,NA
"2066",147244240,"D (Online security)","Male",7,NA,1,1,3,"35-44",4,"Degree or diploma","Urban",4,NA,2.02946305274963,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"2067",136171090,"A (Experience of the police)","Female",3,NA,1,2,3,"25-34",1,"Degree or diploma","Urban",2,NA,0.681742548942566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,2.3535783290863
"2068",136843240,"D (Online security)","Female",4,NA,2,1,1,"65-74",1,"None","Urban",4,NA,1.1030033826828,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2069",136202020,"B (Attitudes to the CJS)","Female",2,1,1,4,2,"35-44",1,"O level/GCSE","Urban",2,NA,1.56174528598785,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,3,3,3,NA
"2070",147547200,"D (Online security)","Male",6,NA,2,2,3,"16-24",1,"O level/GCSE","Urban",5,NA,2.33982586860657,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2071",136855040,"D (Online security)","Female",7,NA,2,4,1,"65-74",1,"None","Urban",1,NA,1.8848602771759,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"2072",136270340,"B (Attitudes to the CJS)","Male",5,NA,2,1,1,"65-74",1,"None","Urban",NA,2,0.494432270526886,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"2073",136202280,"D (Online security)","Male",7,NA,2,1,3,"25-34",1,"None","Urban",2,NA,1.12090563774109,13,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA
"2074",137159150,"C (Crime preventing)","Female",5,NA,1,2,1,"35-44",1,"Degree or diploma","Urban",3,NA,1.06880068778992,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Fairly Worried","Not very worried",0.350969225168228,0,4,4,4,NA
"2075",136563260,"B (Attitudes to the CJS)","Male",2,1,1,4,5,"55-64",4,"O level/GCSE","Urban",2,NA,0.619434416294098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA
"2076",147343110,"C (Crime preventing)","Female",7,NA,2,5,4,"45-54",1,"None","Urban",1,NA,1.03604674339294,NA,NA,NA,NA,"Not very worried","Very Worried",NA,NA,"Very Worried","Very Worried","Not very worried",1.81326580047607,0,3,3,3,NA
"2077",136800290,"A (Experience of the police)","Female",2,1,2,4,1,"25-34",1,"O level/GCSE","Urban",1,NA,0.394781500101089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,NA
"2078",136811320,"D (Online security)","Female",7,NA,2,2,1,"45-54",1,"O level/GCSE","Urban",NA,3,0.630632340908051,5,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"2079",135634250,"A (Experience of the police)","Male",7,NA,1,2,1,"35-44",1,"O level/GCSE","Urban",3,NA,1.28264462947845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,0.00496265990659595
"2080",136271080,"D (Online security)","Female",6,NA,2,1,1,"75+",1,"Degree or diploma","Urban",NA,5,1.32913661003113,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2081",136853200,"D (Online security)","Male",7,NA,2,4,3,"16-24",1,"Degree or diploma","Urban",1,NA,1.59892475605011,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA
"2082",136133250,"A (Experience of the police)","Female",7,NA,1,2,5,"45-54",1,"Apprenticeship or A/AS level","Urban",NA,1,0.255612820386887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,-0.272598475217819
"2083",136175180,"B (Attitudes to the CJS)","Male",6,NA,2,2,3,"16-24",1,"O level/GCSE","Rural",4,NA,1.43593120574951,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"2084",136201090,"A (Experience of the police)","Female",6,NA,1,2,4,"35-44",1,"Apprenticeship or A/AS level","Rural",2,NA,0.26186740398407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,-0.998238801956177
"2085",147383250,"A (Experience of the police)","Female",7,NA,8,1,3,"55-64",4,"Degree or diploma","Urban",2,NA,0.631796300411224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,1.49104905128479
"2086",136403150,"C (Crime preventing)","Female",7,NA,2,4,2,"25-34",1,"O level/GCSE","Urban",NA,3,0.582004129886627,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.298398405313492,1,3,4,4,NA
"2087",147401030,"C (Crime preventing)","Female",5,NA,1,2,3,"35-44",3,"Apprenticeship or A/AS level","Urban",2,NA,0.605071365833282,NA,NA,NA,NA,"Very Worried","Fairly Worried",NA,NA,"Very Worried","Very Worried","Not very worried",2.01806807518005,0,3,4,3,NA
"2088",136356060,"B (Attitudes to the CJS)","Male",7,NA,2,1,3,"25-34",1,"Apprenticeship or A/AS level","Urban",1,NA,1.40573489665985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"2089",136881200,"D (Online security)","Male",7,NA,1,1,1,"45-54",1,"Degree or diploma","Rural",5,NA,1.23495972156525,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA
"2090",136321040,"D (Online security)","Female",5,NA,2,2,1,"45-54",3,"Degree or diploma","Urban",5,NA,1.04626369476318,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2091",147418220,"B (Attitudes to the CJS)","Male",6,NA,1,2,5,"45-54",1,"Degree or diploma","Urban",3,NA,0.412093073129654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,4,NA
"2092",147231270,"C (Crime preventing)","Male",5,NA,1,4,1,"35-44",3,"None","Urban",1,NA,1.36429524421692,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not Applicable","Not at all worried","Not at all worried",NA,0,4,4,4,NA
"2093",136099290,"A (Experience of the police)","Male",7,NA,1,1,5,"35-44",1,"Apprenticeship or A/AS level","Urban",2,NA,0.628399431705475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.23735223710537
"2094",136499150,"C (Crime preventing)","Male",7,NA,2,2,1,"45-54",1,"Degree or diploma","Urban",5,NA,1.18945980072021,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.257573813199997,0,4,4,4,NA
"2095",137176030,"C (Crime preventing)","Male",7,NA,2,1,1,"75+",1,"Degree or diploma","Rural",5,NA,1.55646312236786,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not very worried",-0.226306915283203,0,4,4,4,NA
"2096",136480110,"C (Crime preventing)","Female",7,NA,1,2,5,"35-44",1,"O level/GCSE","Rural",5,NA,0.289215266704559,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",-0.214881375432014,0,4,4,4,NA
"2097",137065010,"A (Experience of the police)","Female",7,NA,1,1,1,"65-74",1,"None","Rural",5,NA,0.615181028842926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2098",136355060,"B (Attitudes to the CJS)","Male",7,NA,1,2,1,"55-64",1,"None","Urban",5,NA,1.18216598033905,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"2099",136523190,"C (Crime preventing)","Female",4,1,2,4,5,"55-64",1,"O level/GCSE","Urban",2,NA,0.501298487186432,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,0,3,3,3,NA
"2100",136310140,"B (Attitudes to the CJS)","Male",3,NA,2,4,1,"25-34",5,"Other","Urban",2,NA,1.36661458015442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"2101",136342190,"C (Crime preventing)","Female",7,NA,2,1,6,"65-74",1,"Degree or diploma","Urban",3,NA,0.365396678447723,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Very Worried","Very Worried","Not at all worried",2.03863883018494,0,3,4,3,NA
"2102",136003010,"A (Experience of the police)","Male",1,2,1,4,1,"25-34",3,"Degree or diploma","Urban",2,NA,2.14498114585876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.46065092086792
"2103",147414150,"C (Crime preventing)","Male",5,NA,2,9,3,"16-24",1,"None","Urban",5,NA,2.31299042701721,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not Applicable","Fairly Worried","Not very worried",NA,0,3,4,4,NA
"2104",137017320,"D (Online security)","Female",6,1,2,4,1,"75+",1,"Apprenticeship or A/AS level","Rural",2,NA,0.72139573097229,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2105",136816100,"B (Attitudes to the CJS)","Female",4,NA,1,2,1,"35-44",1,"Degree or diploma","Rural",NA,3,0.541820049285889,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,1,4,4,4,NA
"2106",147561160,"D (Online security)","Female",7,NA,1,2,1,"45-54",1,"Degree or diploma","Rural",2,NA,0.527365744113922,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2107",137207250,"A (Experience of the police)","Male",2,1,1,2,1,"25-34",1,"Apprenticeship or A/AS level","Urban",5,NA,1.18939077854156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.200880512595177
"2108",147429020,"B (Attitudes to the CJS)","Male",2,2,2,4,2,"25-34",1,"Other","Urban",2,NA,0.680089056491852,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,1,4,4,4,NA
"2109",136542120,"D (Online security)","Male",6,NA,2,1,1,"75+",1,"Apprenticeship or A/AS level","Urban",NA,5,0.478237718343735,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,NA
"2110",135617170,"A (Experience of the police)","Male",5,1,1,2,3,"25-34",1,"Degree or diploma","Urban",NA,5,0.344679325819016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.990117490291595
"2111",136363030,"C (Crime preventing)","Female",5,NA,1,1,1,"55-64",1,"O level/GCSE","Urban",4,NA,0.99967747926712,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not at all worried","Not at all worried",-0.298719108104706,0,4,4,4,NA
"2112",136458110,"C (Crime preventing)","Male",7,NA,2,1,1,"65-74",1,"Degree or diploma","Rural",5,NA,0.957535922527313,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.298398405313492,0,4,4,4,NA
"2113",136020080,"D (Online security)","Male",7,NA,2,4,1,"55-64",1,"Apprenticeship or A/AS level","Urban",1,NA,1.10463178157806,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"2114",137131020,"B (Attitudes to the CJS)","Female",4,NA,2,4,3,"45-54",1,"Degree or diploma","Urban",3,NA,0.607976377010345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2115",136107250,"A (Experience of the police)","Male",7,NA,1,1,1,"55-64",3,"Degree or diploma","Urban",1,NA,0.641497850418091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"2116",136053260,"B (Attitudes to the CJS)","Female",3,NA,1,2,1,"25-34",1,"O level/GCSE","Urban",5,NA,0.815108239650726,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"2117",136437100,"B (Attitudes to the CJS)","Female",6,NA,1,5,2,"25-34",1,"Degree or diploma","Urban",2,NA,1.14653897285461,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"2118",137038280,"D (Online security)","Female",3,2,2,4,3,"16-24",1,"Apprenticeship or A/AS level","Urban",2,NA,1.59414327144623,13,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,NA
"2119",147502330,"A (Experience of the police)","Female",6,NA,2,4,6,"65-74",1,"None","Rural",NA,1,0.530813753604889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,0.431841790676117
"2120",147605080,"D (Online security)","Female",1,2,2,4,4,"25-34",1,"O level/GCSE","Urban",2,NA,0.451090514659882,5,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,3,NA
"2121",136741010,"A (Experience of the police)","Female",7,NA,2,1,1,"65-74",1,"None","Urban",5,NA,0.706589937210083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"2122",136351110,"C (Crime preventing)","Female",6,NA,2,1,6,"75+",1,"None","Urban",4,NA,0.760865926742554,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Very Worried","Not very worried","Not Applicable",NA,0,4,4,4,NA
"2123",136927260,"B (Attitudes to the CJS)","Male",5,NA,2,4,3,"35-44",4,"O level/GCSE","Rural",4,NA,0.340735286474228,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"2124",136212280,"D (Online security)","Female",7,NA,1,2,2,"55-64",1,"O level/GCSE","Urban",4,NA,1.67140519618988,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2125",137003260,"B (Attitudes to the CJS)","Male",6,NA,2,2,3,"16-24",1,"O level/GCSE","Urban",2,NA,1.47967338562012,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,2,3,4,NA
"2126",136018270,"C (Crime preventing)","Male",5,NA,1,1,3,"25-34",5,"Degree or diploma","Urban",3,NA,5.00117778778076,NA,NA,NA,NA,"Fairly Worried","Very Worried",NA,NA,"Not at all worried","Fairly Worried","Not at all worried",0.668591916561127,0,3,4,4,NA
"2127",136966150,"C (Crime preventing)","Male",4,NA,2,4,1,"65-74",4,"None","Urban",1,NA,1.18640339374542,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,0,3,3,3,NA
"2128",137204240,"D (Online security)","Female",6,NA,1,2,3,"55-64",1,"O level/GCSE","Urban",4,NA,0.388119429349899,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2129",137126010,"A (Experience of the police)","Female",1,2,1,4,1,"25-34",1,"Degree or diploma","Urban",1,NA,0.625208139419556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,0.298200845718384
"2130",136927220,"B (Attitudes to the CJS)","Female",6,NA,2,1,1,"75+",1,"Apprenticeship or A/AS level","Rural",5,NA,0.739998698234558,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"2131",136671180,"B (Attitudes to the CJS)","Male",7,NA,1,4,3,"35-44",1,"O level/GCSE","Urban",2,NA,1.45323920249939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"2132",136657100,"B (Attitudes to the CJS)","Male",5,NA,2,4,4,"45-54",1,"None","Urban",3,NA,0.405566394329071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"2133",136566250,"A (Experience of the police)","Female",1,2,1,2,2,"25-34",1,"Degree or diploma","Urban",3,NA,1.36806166172028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,1.29189884662628
"2134",136202150,"C (Crime preventing)","Female",7,NA,2,1,1,"65-74",1,"None","Urban",1,NA,0.959657192230225,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Very Worried","Not at all worried","Not at all worried",-0.327705651521683,0,4,4,4,NA
"2135",147276320,"D (Online security)","Female",7,NA,1,4,1,"55-64",1,"O level/GCSE","Urban",5,NA,0.546319425106049,7,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2136",147327060,"B (Attitudes to the CJS)","Female",5,NA,1,2,1,"35-44",1,"Degree or diploma","Urban",5,NA,1.31162226200104,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,0,4,4,4,NA
"2137",136922210,"A (Experience of the police)","Male",6,NA,2,2,3,"16-24",1,"O level/GCSE","Urban",4,NA,1.40421175956726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"2138",135545080,"D (Online security)","Female",2,2,2,4,3,"16-24",1,"Apprenticeship or A/AS level","Urban",4,NA,1.77043306827545,12,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2139",136008270,"C (Crime preventing)","Male",1,2,1,4,3,"16-24",4,"Apprenticeship or A/AS level","Urban",1,NA,3.74350047111511,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Fairly Worried","Not very worried",0.350969225168228,0,1,3,3,NA
"2140",137133230,"C (Crime preventing)","Male",1,2,1,4,2,"25-34",1,"O level/GCSE","Urban",2,NA,1.93853735923767,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not very worried",-0.482946783304214,0,3,3,3,NA
"2141",136478050,"A (Experience of the police)","Female",7,NA,2,1,1,"65-74",1,"None","Urban",3,NA,0.656050741672516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.476934432983398
"2142",136126200,"D (Online security)","Male",5,NA,1,1,1,"45-54",1,"Degree or diploma","Rural",5,NA,0.655108869075775,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2143",136548260,"B (Attitudes to the CJS)","Male",7,NA,1,1,3,"55-64",1,"Degree or diploma","Urban",4,NA,0.562864542007446,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,3,4,3,NA
"2144",136995100,"B (Attitudes to the CJS)","Female",7,NA,1,4,3,"25-34",1,"Degree or diploma","Urban",1,NA,0.798438727855682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,NA
"2145",136972030,"C (Crime preventing)","Male",7,NA,2,1,3,"75+",1,"O level/GCSE","Urban",2,NA,0.608226716518402,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,0,3,3,3,NA
"2146",147481020,"B (Attitudes to the CJS)","Male",7,NA,1,1,1,"55-64",1,"Degree or diploma","Urban",5,NA,0.936883509159088,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"2147",147357120,"D (Online security)","Female",6,NA,2,1,1,"65-74",1,"Degree or diploma","Urban",NA,4,0.605961263179779,9,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2148",136662160,"D (Online security)","Female",7,NA,1,1,1,"55-64",1,"O level/GCSE","Urban",1,NA,0.896491408348083,10,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"2149",147482210,"A (Experience of the police)","Male",6,NA,2,2,2,"45-54",1,"O level/GCSE","Urban",4,NA,1.24735999107361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,-0.243622943758965
"2150",136826140,"B (Attitudes to the CJS)","Female",6,NA,1,2,1,"45-54",1,"Degree or diploma","Urban",3,NA,1.21224403381348,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,1,4,4,4,NA
"2151",136633280,"D (Online security)","Female",4,NA,1,4,3,"35-44",1,"O level/GCSE","Rural",4,NA,0.566185593605042,7,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,NA
"2152",137222230,"C (Crime preventing)","Male",5,NA,1,1,2,"45-54",1,"Apprenticeship or A/AS level","Rural",NA,3,0.867040574550629,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,4,4,4,NA
"2153",136574130,"A (Experience of the police)","Female",7,2,2,4,3,"25-34",1,"Degree or diploma","Urban",2,NA,1.32931649684906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.229671433568001
"2154",136345280,"D (Online security)","Female",7,NA,2,1,6,"65-74",1,"None","Urban",2,NA,0.282922029495239,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA
"2155",137005340,"B (Attitudes to the CJS)","Female",5,NA,1,4,1,"25-34",1,"None","Urban",5,NA,1.24611210823059,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"2156",136173250,"A (Experience of the police)","Male",6,NA,1,2,3,"25-34",3,"Degree or diploma","Urban",1,NA,1.59455513954163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,2.22338223457336
"2157",136726040,"D (Online security)","Female",6,NA,2,2,1,"45-54",1,"Degree or diploma","Urban",4,NA,1.16236877441406,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2158",136857140,"B (Attitudes to the CJS)","Female",7,NA,1,1,1,"75+",1,"None","Urban",2,NA,1.3175984621048,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"2159",136826030,"C (Crime preventing)","Female",2,1,1,4,1,"35-44",1,"Degree or diploma","Urban",4,NA,1.28460991382599,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Fairly Worried","Fairly Worried",0.370810598134995,1,4,4,4,NA
"2160",137213220,"B (Attitudes to the CJS)","Female",7,NA,2,1,6,"75+",1,"Apprenticeship or A/AS level","Urban",4,NA,0.595624625682831,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,4,4,4,NA
"2161",136907040,"D (Online security)","Female",6,NA,2,2,1,"45-54",1,"None","Urban",5,NA,1.45624053478241,9,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"2162",147259230,"C (Crime preventing)","Male",7,NA,2,4,1,"55-64",1,"None","Urban",1,NA,1.42375981807709,NA,NA,NA,NA,"Not at all worried","Fairly Worried",NA,NA,"Not very worried","Fairly Worried","Not at all worried",0.114900059998035,0,3,3,3,NA
